"filename", "language", "Python", "comment", "blank", "total"
"c:\Users\Misah\OneDrive\Plocha\soubor\PV-Game\Server\Gameobjects\Player.py", "Python", 2, 3, 1, 6
"c:\Users\Misah\OneDrive\Plocha\soubor\PV-Game\Server\NPC_battle\Battle_NPC.py", "Python", 1, 0, 0, 1
"c:\Users\Misah\OneDrive\Plocha\soubor\PV-Game\Server\NPC_battle\NPC_battle.py", "Python", 1, 0, 0, 1
"Total", "-", 4, 3, 1, 8
